,Unnamed: 0,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,project_time_years,geometry,index_right,nhood,zone_class
1588,26821,,1601 LARKIN ST,0620006,2016-09-20,CONSTRUCTION,01/01/2017,2016-03-22,200412171712,2004-08-25,2004-08-25,2004-08-25,2016-09-20,CONSTRUCTION,"('2004-08-25', '2013-07-03', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2016-03-22', '2016-06-28', '2016-09-20', '2016-09-20')",4512.0,"('PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,27.0,27.0,-122.419763492,37.7927787308,RM-3,RM-3,12.361643835616439,POINT (-122.419763492 37.7927787308),31,Russian Hill,Apartment Residential
28,5472,,1209 FILBERT ST,0096001,2011-02-04,CONSTRUCTION,04/01/2011,2009-08-07,200706123741,2007-06-12,2009-08-07,2007-06-12,2011-02-04,CONSTRUCTION,"('2009-08-07', '2009-08-07', '2009-08-07', '2010-06-09', '2010-08-23', '2010-08-23', '2011-02-04')",1389.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,1.0,1.0,-122.419494,37.799966,RH-3,RH-3,3.8054794520547945,POINT (-122.419494 37.799966),31,Russian Hill,Conventional Residential
2361,16428,2012-02-15,1945 HYDE ST,0123002,2014-07-07,CONSTRUCTION,10/01/2014,2012-07-11,201005172557.0,2010-03-10,2010-05-17,2010-03-10,2014-07-07,CONSTRUCTION,"('2010-05-17', '2010-05-17', '2010-05-17', '2010-05-17', '2010-05-17', '2010-05-17', '2012-02-15', '2012-02-15', '2012-07-11', '2012-10-17', '2012-12-12', '2013-04-24', '2013-06-19', '2013-09-27', '2013-12-10', '2013-12-10', '2014-06-25', '2014-07-07')",1666.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,7.0,7.0,-122.419267,37.798827,NC-1,NC-1,4.564383561643836,POINT (-122.419267 37.798827),31,Russian Hill,Nhb Commercial
1349,4159,2009-01-27,1016 LOMBARD ST,0068008,2011-01-18,CONSTRUCTION,01/01/2011,2010-06-17,200803106722,2008-03-10,2009-01-27,2008-03-10,2011-01-18,CONSTRUCTION,"('2009-01-27', '2009-01-27', '2009-01-27', '2010-06-17', '2010-08-23', '2011-01-18')",1027.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,2.0,2.0,-122.41848799999998,37.802318,RH-3,RH-3,2.813698630136986,POINT (-122.418488 37.802318),31,Russian Hill,Conventional Residential
2681,9076,2009-12-01,1492 JACKSON ST,0185020,2012-04-03,CONSTRUCTION,07/01/2012,2011-05-04,200902051426,2009-02-05,2009-02-05,2009-02-05,2012-04-03,CONSTRUCTION,"('2009-02-05', '2009-12-01', '2009-12-01', '2010-06-17', '2010-06-17', '2010-06-17', '2010-06-17', '2011-05-04', '2011-07-29', '2011-12-30', '2011-12-30', '2012-04-03')",1242.0,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,1.0,1.0,-122.419529,37.794516,RM-1,RM-1,3.4027397260273973,POINT (-122.419529 37.794516),31,Russian Hill,Industrial
2818,13365,2011-10-25,1268-1270 LOMBARD ST,0500015,2013-01-15,CONSTRUCTION,10/01/2013,2012-07-11,201012227210,2009-11-17,2009-11-17,2009-11-17,2013-01-15,CONSTRUCTION,"('2009-11-17', '2009-11-17', '2009-11-17', '2009-11-17', '2010-12-22', '2010-12-22', '2010-12-22', '2010-12-22', '2011-10-25', '2011-10-25', '2012-07-11', '2012-10-15', '2012-10-22', '2013-01-15', '2013-01-15', '2013-01-15')",1414.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,4.0,4.0,-122.4223918,37.8016306,RH-3,RH-3,3.873972602739726,POINT (-122.4223918 37.8016306),31,Russian Hill,Conventional Residential
2911,2281,,1355 PACIFIC AV,0184031,2009-11-24,CONSTRUCTION,04/01/2010,2009-09-17,200608240472,2006-08-24,2009-09-17,2006-08-24,2009-11-24,CONSTRUCTION,"('2009-09-17', '2009-11-24', '2009-11-24')",1316.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,24.0,24.0,-122.417683,37.795405,NC-2,NC-2,3.6054794520547944,POINT (-122.417683 37.795405),31,Russian Hill,Standard Commercial
417,17794,2013-12-10,126 27TH AV,1332049,2014-12-30,CONSTRUCTION,01/01/2015,2014-09-26,201305036095.0,2012-08-14,2012-08-14,2012-08-14,2014-12-30,CONSTRUCTION,"('2012-08-14', '2012-08-14', '2013-01-16', '2013-05-03', '2013-05-03', '2013-12-10', '2014-01-23', '2014-01-23', '2014-09-26', '2014-12-30')",870.0,"('PL FILED', 'PL FILED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,1.0,1.0,-122.487055,37.7869389,RH-1,RH-1,2.3835616438356166,POINT (-122.487055 37.7869389),32,Seacliff,Conventional Residential
2551,20998,,107 24TH AV,1334040,2013-02-27,CONSTRUCTION,10/01/2015,2013-02-27,200701101393.0,2007-01-10,2013-02-27,2007-01-10,2013-02-27,CONSTRUCTION,"('2013-02-27', '2013-02-27', '2013-02-27', '2013-02-27', '2013-02-27', '2013-02-27', '2013-02-27', '2013-02-27', '2013-02-27')",3186.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,1.0,1.0,-122.484428508,37.7872788648,RH-1(D),RH-1(D),8.728767123287671,POINT (-122.484428508 37.7872788648),32,Seacliff,Conventional Residential
792,24822,,520 09TH ST,3526005,2016-03-22,CONSTRUCTION,07/01/2016,2016-01-12,201312124038,2013-01-11,2016-01-12,2013-01-11,2016-03-22,CONSTRUCTION,"('2016-01-12', '2016-03-22', '2016-03-22')",1267.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,12.0,12.0,-122.408323328,37.7707814635,UMU,UMU,3.4712328767123286,POINT (-122.408323328 37.7707814635),33,South of Market,Other
2999,5970,,149 DORE STREET,3519059,2011-04-07,CONSTRUCTION,07/01/2011,2010-09-23,200906190864,2003-05-28,2009-06-19,2003-05-28,2011-04-07,CONSTRUCTION,"('2009-06-19', '2009-06-19', '2009-06-19', '2010-09-23', '2010-10-07', '2011-02-18', '2011-04-07')",2956.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,4.0,8.0,-122.411794,37.773176,SLR,SLR,8.098630136986301,POINT (-122.411794 37.773176),33,South of Market,Other
777,18985,2013-07-22,1415 MISSION ST,3510001,2015-07-09,CONSTRUCTION,07/01/2015,2014-09-17,200810315586.0,2006-11-02,2008-10-31,2006-11-02,2015-07-09,CONSTRUCTION,"('2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2013-07-22', '2013-07-22', '2013-07-22', '2013-07-22', '2014-09-17', '2015-04-01', '2015-05-19', '2015-07-09')",3163.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,121.0,121.0,-122.415919822,37.7749076317,C-3-G,C-3-G,8.665753424657535,POINT (-122.415919822 37.7749076317),33,South of Market,Standard Commercial
1838,16966,,55 9TH ST,3701064,2013-12-09,CONSTRUCTION,10/01/2014,2012-07-11,201108233049.0,2002-02-20,2004-03-25,2002-02-20,2013-12-09,CONSTRUCTION,"('2004-03-25', '2011-08-23', '2011-08-23', '2011-08-23', '2012-07-11', '2012-10-15', '2012-11-14', '2013-04-26', '2013-06-14', '2013-09-06', '2013-12-09', '2013-12-09', '2013-12-09', '2013-12-09')",4606.0,"('PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,273.0,273.0,-122.415103,37.777097,C-3-G,C-3-G,12.61917808219178,POINT (-122.415103 37.777097),33,South of Market,Standard Commercial
2176,18439,2013-08-29,1321 MISSION STREET,3509043,2015-03-31,CONSTRUCTION,04/01/2015,2014-03-14,201301319232.0,2011-09-29,2011-09-29,2011-09-29,2015-03-31,CONSTRUCTION,"('2011-09-29', '2011-09-29', '2011-09-29', '2011-09-29', '2011-09-29', '2012-11-21', '2013-01-31', '2013-01-31', '2013-08-29', '2013-08-29', '2014-03-14', '2014-06-17', '2014-10-01', '2015-03-31', '2015-03-31')",1280.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2015,Under Construction,160.0,160.0,-122.414746094,37.7758744117,C-3-S,C-3-S,3.506849315068493,POINT (-122.414746094 37.7758744117),33,South of Market,Standard Commercial
1852,6043,,121 09TH ST,3728069,2011-03-28,CONSTRUCTION,07/01/2011,2011-02-11,200505182747,2005-03-31,2009-07-31,2005-03-31,2011-03-28,CONSTRUCTION,"('2009-07-31', '2009-07-31', '2009-07-31', '2009-07-31', '2009-07-31', '2009-07-31', '2011-02-11', '2011-03-28')",2283.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,20.0,20.0,-122.41419,37.775958,SLR,SLR,6.254794520547946,POINT (-122.41419 37.775958),33,South of Market,Other
1217,20049,,TRINITY PLAZA PHASE III,3702308,2015-07-14,CONSTRUCTION,2015-07-14,2015-07-14,201209069080.0,2012-09-06,2015-07-14,2012-09-06,2015-07-14,CONSTRUCTION,"('2015-07-14',)",1041.0,"('CONSTRUCTION',)",2,2015,Under Construction,550.0,550.0,-122.413479759,37.7784387635,C-3-G,C-3-G,2.852054794520548,POINT (-122.413479759 37.7784387635),33,South of Market,Standard Commercial
2270,27882,2013-10-31,TRINITY PLAZA PHASE III,3702391,2016-11-09,CONSTRUCTION,01/01/2017,2015-10-14,201209069080,2002-11-21,2013-10-31,2002-11-21,2016-11-09,CONSTRUCTION,"('2013-10-31', '2015-10-14', '2015-12-21', '2015-12-21', '2015-12-21', '2015-12-21', '2016-11-09')",5155.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,550.0,550.0,-122.413013485,37.7779257669,C-3-G,C-3-G,14.123287671232877,POINT (-122.413013485 37.7779257669),33,South of Market,Standard Commercial
366,8444,2010-10-04,209 09TH ST,3729081,2012-02-07,CONSTRUCTION,04/01/2012,2011-08-09,200810164336,2005-10-13,2008-10-16,2005-10-13,2012-02-07,CONSTRUCTION,"('2008-10-16', '2008-10-16', '2008-10-16', '2008-10-16', '2008-10-16', '2010-10-04', '2011-02-09', '2011-02-09', '2011-08-09', '2012-01-26', '2012-02-07')",2362.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2012,Under Construction,3.0,3.0,-122.412852,37.77494,SLR,SLR,6.471232876712329,POINT (-122.412852 37.77494),33,South of Market,Other
1822,19155,2014-03-18,248 - 252 09TH ST,3518006,2015-02-09,CONSTRUCTION,07/01/2015,2014-06-23,201303122049.0,2002-03-15,2009-02-10,2002-03-15,2015-02-09,CONSTRUCTION,"('2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2014-03-18', '2014-06-23', '2014-08-25', '2015-02-09', '2015-02-09', '2015-02-09')",4856.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,15.0,15.0,-122.412583504,37.7741768194,RCD,RCD,13.304109589041095,POINT (-122.412583504 37.7741768194),33,South of Market,Other
2019,11174,,252 09TH ST,3518007,2009-04-22,CONSTRUCTION,04/01/2013,2009-04-22,200203151582,2002-03-15,2009-04-22,2002-03-15,2009-04-22,CONSTRUCTION,"('2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22', '2009-04-22')",4035.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,2.0,2.0,-122.412427,37.774212,SLR,SLR,11.054794520547945,POINT (-122.412427 37.774212),33,South of Market,Other
1807,26248,2016-02-16,716 CLEMENTINA ST,3729042,2016-06-24,CONSTRUCTION,10/01/2016,2016-06-24,201405296933,2014-05-29,2014-05-29,2014-05-29,2016-06-24,CONSTRUCTION,"('2014-05-29', '2014-05-29', '2014-05-29', '2014-05-29', '2016-02-16', '2016-06-24', '2016-06-24')",856.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,2.0,2.0,-122.41112799,37.7752336228,RED-MX,RED-MX,2.345205479452055,POINT (-122.41112799 37.7752336228),33,South of Market,Mixed Residential
1138,16245,2013-08-14,56 RINGOLD ST,3756025,2014-08-06,CONSTRUCTION,10/01/2014,2014-03-12,200705312675,2007-05-31,2007-05-31,2007-05-31,2014-08-06,CONSTRUCTION,"('2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2013-08-14', '2013-08-14', '2014-03-12', '2014-03-12', '2014-08-06')",2680.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,2.0,-122.4105294,37.7739598,RED MIXED,RED MIXED,7.342465753424658,POINT (-122.4105294 37.7739598),33,South of Market,Mixed Residential
738,19021,,527 STEVENSON ST,3703012,2015-07-23,CONSTRUCTION,2015-07-23,2015-07-23,201010143017.0,2010-10-19,2010-10-19,2010-10-19,2015-07-23,CONSTRUCTION,"('2010-10-19', '2010-10-19', '2011-05-13', '2011-05-13', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2014-01-10', '2014-01-10', '2014-01-10', '2014-01-10', '2014-01-10', '2015-07-23')",1738.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION')",2,2015,Under Construction,67.0,67.0,-122.410168129,37.780998031100005,C-3-G,C-3-G,4.761643835616439,POINT (-122.410168129 37.7809980311),33,South of Market,Standard Commercial
1624,27310,2014-03-20,350 08TH ST,3756003,2016-11-03,CONSTRUCTION,01/01/2017,2015-03-17,201307303137,2007-09-07,2007-09-07,2007-09-07,2016-11-03,CONSTRUCTION,"('2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2007-09-07', '2012-12-06', '2012-12-06', '2012-12-06', '2013-07-30', '2013-07-30', '2014-03-20', '2014-03-20', '2014-03-20', '2015-03-17', '2015-06-02', '2015-07-30', '2015-10-29', '2015-11-02', '2016-03-10', '2016-05-05', '2016-07-27', '2016-11-03')",3404.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,408.0,408.0,-122.40965844,37.7736941657,WMUG,WMUG,9.326027397260274,POINT (-122.40965844 37.7736941657),33,South of Market,Other
1285,15362,,973 MARKET ST,3704069,2008-08-14,CONSTRUCTION,07/01/2014,2008-08-14,200712211199,2004-11-17,2008-08-14,2004-11-17,2008-08-14,CONSTRUCTION,"('2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14', '2008-08-14')",3513.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,100.0,100.0,-122.40935,37.782424,C-3-G,C-3-G,9.624657534246575,POINT (-122.40935 37.782424),33,South of Market,Standard Commercial
606,3743,,229 07TH ST,3731126,2010-09-09,CONSTRUCTION,10/01/2010,2009-09-17,200509233708,2005-09-23,2009-09-17,2005-09-23,2010-09-09,CONSTRUCTION,"('2009-09-17', '2009-12-09', '2010-04-21', '2010-06-16', '2010-09-09')",1834.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,49.0,49.0,-122.408765,37.777674,RED,RED,5.024657534246575,POINT (-122.408765 37.777674),33,South of Market,Mixed Residential
1261,24800,2015-01-09,5 HALLAM ST,3755096,2015-07-28,CONSTRUCTION,07/01/2016,2015-07-28,201305036140,2013-05-03,2013-05-03,2013-05-03,2015-07-28,CONSTRUCTION,"('2013-05-03', '2013-05-03', '2013-05-03', '2013-05-03', '2013-05-03', '2013-05-03', '2015-01-09', '2015-01-09', '2015-07-28', '2015-07-28', '2015-07-28', '2015-07-28', '2015-07-28')",1155.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,6.0,6.0,-122.40839164100001,37.7758086196,RED,RED,3.164383561643836,POINT (-122.408391641 37.7758086196),33,South of Market,Mixed Residential
558,10420,2012-03-21,537 NATOMA ST,3726047,2012-09-14,CONSTRUCTION,01/01/2013,2012-09-14,200509011813,2005-09-01,2005-09-01,2005-09-01,2012-09-14,CONSTRUCTION,"('2005-09-01', '2005-09-01', '2005-09-01', '2005-09-01', '2005-09-01', '2005-09-01', '2005-09-01', '2005-09-01', '2012-03-21', '2012-06-21', '2012-09-14', '2012-09-14')",2679.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,14.0,14.0,-122.408324,37.779476,RED,RED,7.33972602739726,POINT (-122.408324 37.779476),33,South of Market,Mixed Residential
2375,8473,,1049 HOWARD STREET,3731074,2008-07-01,CONSTRUCTION,04/01/2012,2008-07-01,200509092473,2007-05-17,2008-07-01,2007-05-17,2008-07-01,CONSTRUCTION,"('2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01', '2008-07-01')",1781.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2012,Under Construction,25.0,25.0,-122.408252,37.778856,MUG,MUG,4.879452054794521,POINT (-122.408252 37.778856),33,South of Market,Other
666,12300,2012-08-09,1123 FOLSOM ST,3755101,2013-01-31,CONSTRUCTION,07/01/2013,2013-01-31,201204128157,2011-07-07,2011-07-07,2011-07-07,2013-01-31,CONSTRUCTION,"('2011-07-07', '2011-10-19', '2011-10-19', '2012-04-12', '2012-08-09', '2012-08-09', '2013-01-31', '2013-01-31')",725.0,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,2.0,2.0,-122.408244,37.776089,SLR,SLR,1.9863013698630136,POINT (-122.408244 37.776089),33,South of Market,Other
982,10897,2012-10-26,55 05TH ST,3705039,2012-12-12,CONSTRUCTION,01/01/2013,2012-12-12,201206202986,2012-06-20,2012-06-20,2012-06-20 00:00:00,2012-12-12,CONSTRUCTION,"('2012-06-20', '2012-10-26', '2012-12-12')",195.0,"('BP FILED', 'BP APPROVED', 'CONSTRUCTION')",4,2012,Under Construction,8.0,8.0,-122.4071854,37.78346079999999,C-3-R,C-3-R,0.5342465753424658,POINT (-122.4071854 37.78346079999999),33,South of Market,Standard Commercial
983,20217,2014-01-30,200-214 06TH ST,3731001,2015-07-16,CONSTRUCTION,10/01/2015,2015-07-16,201211295086.0,2011-02-09,2014-01-30,2011-02-09,2015-07-16,CONSTRUCTION,"('2014-01-30', '2015-07-16', '2015-07-16')",1695.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,67.0,67.0,-122.40710157299999,37.779379391,NCT,NCT,4.6438356164383565,POINT (-122.407101573 37.779379391),33,South of Market,Nhb Commercial
1509,24769,2013-10-23,468 CLEMENTINA ST,3732071,2015-10-01,CONSTRUCTION,07/01/2016,2015-03-09,200507208144,2005-07-20,2005-07-20,2005-07-20,2015-10-01,CONSTRUCTION,"('2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2005-07-20', '2013-10-23', '2013-10-23', '2013-10-23', '2013-10-23', '2015-03-09', '2015-05-13', '2015-07-14', '2015-10-01', '2015-10-01', '2015-10-01', '2015-10-01')",3999.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,12.0,12.0,-122.405696312,37.7798867625,MUR,MUR,10.956164383561644,POINT (-122.405696312 37.7798867625),33,South of Market,Other
