,Unnamed: 0,Unnamed: 0.1,BP_date,address_x,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,bp_duplicates,project_time_years,aff_address,address_y,Low Income Units,Placed in Service (PIS) Date ,iz_address,Total BMRs in this Building or Phase,Planning Approval Date,Completion Date,_merge,geometry,index_right,nhood,permit_time,bp_time,con_time,ptime_per_unit,bptime_per_unit,contime_per_unit,zone_class,year_start,first_year
962,962,0,2016-04-25,831 CHENERY ST,0.0,0.0,6738020,2017-07-17,CONSTRUCTION,,2017-07-17,201411040616,False,2014-11-04,2014-11-04,2014-11-04,2017-07-17,CONSTRUCTION,"('2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2016-04-25', '2016-04-25', '2016-04-25', '2016-04-25', '2017-07-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.4361953735,37.7346687317,,,False,,,,,,,,,,left_only,POINT (-122.4361953735 37.7346687317),6,Glen Park,1.473972602739726,1.2273972602739727,,1.473972602739726,1.2273972602739727,,,2014,2014
1031,1031,0,,260 ARBOR ST,,,7554007,2011-11-28,CONSTRUCTION,01/01/2013,2011-01-18,200905269073,False,2009-05-14,2009-05-26,2009-05-14,2011-11-28,CONSTRUCTION,"('2009-05-26', '2009-05-26', '2009-05-26', '2009-05-26', '2011-01-18', '2011-01-18', '2011-06-06', '2011-08-24', '2011-11-28', '2011-11-28', '2011-11-28', '2011-11-28', '2011-11-28')",1328.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.43783400000001,37.737642,RH-1,RH-1,False,3.6383561643835622,,,,,,,,,left_only,POINT (-122.437834 37.737642),6,Glen Park,,,1.9561643835616438,,,1.9561643835616438,Conventional Residential,2009,2009
1077,1077,0,,30 CONRAD ST,,,7552003,2013-09-12,CONSTRUCTION,10/01/2013,2012-12-12,201202295093,False,2012-02-29,2012-02-29,2012-02-29 00:00:00,2013-09-12,CONSTRUCTION,"('2012-02-29', '2012-06-07', '2012-06-07', '2012-12-12', '2013-04-15', '2013-05-28', '2013-09-12')",580.0,"('BP FILED', 'PL FILED', 'PL FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.436477,37.737845,RH-1,RH-1,False,1.5890410958904109,,,,,,,,,left_only,POINT (-122.436477 37.737845),6,Glen Park,,,0.8027397260273973,,,0.8027397260273973,Conventional Residential,2012,2012
1146,1146,0,2014-02-11,176 RANDALL ST,0.0,0.0,6655030,2014-02-11,BP APPROVED,,,200712261296,False,2007-12-26,2007-12-26,2007-12-26,2014-02-11,BP APPROVED,"('2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,1.0,1.0,-122.42728424069999,37.7399330139,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.4272842407 37.7399330139),6,Glen Park,6.134246575342465,,,6.134246575342465,,,Conventional Residential,2007,2007
1149,1149,0,2012-04-30,1877 CHURCH ST,0.0,0.0,6656029,2012-04-30,BP ISSUED,,,201103182398,False,2011-03-18,2011-03-18,2011-03-18,2012-04-30,BP ISSUED,"('2011-03-18', '2011-03-18', '2011-03-18', '2011-03-18', '2011-03-18', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30', '2012-04-30')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.42637634280001,37.7403335571,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.4263763428 37.7403335571),6,Glen Park,1.1205479452054794,,,1.1205479452054794,,,Conventional Residential,2011,2011
1316,1316,0,2016-12-21,11 HILIRITAS AV,0.0,0.0,7552026,2017-04-21,CONSTRUCTION,,2017-03-13,201511233353,False,2015-11-23,2015-11-23,2015-11-23,2017-04-21,CONSTRUCTION,"('2015-11-23', '2015-11-23', '2015-11-23', '2015-11-23', '2016-12-21', '2017-03-13', '2017-04-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.43704223629999,37.7376098633,,,False,,,,,,,,,,left_only,POINT (-122.4370422363 37.7376098633),6,Glen Park,1.0794520547945206,0.22465753424657534,,1.0794520547945206,0.22465753424657534,,,2015,2015
1577,1577,0,,21 LAIDLEY ST,0.0,0.0,6651014,2016-04-04,BP FILED,,,201604043819,False,2016-04-04,2016-04-04,2016-04-04,2016-04-04,BP FILED,"('2016-04-04', '2016-04-04', '2016-04-04', '2016-04-04', '2016-04-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.43140411379999,37.7413330078,,,False,,,,,,,,,,left_only,POINT (-122.4314041138 37.7413330078),6,Glen Park,,,,,,,,2016,2016
1585,1585,0,2012-08-13,26 CHENERY ST,,,6656005,2013-05-20,CONSTRUCTION,07/01/2013,2013-05-20,201202073751,False,2012-02-07,2012-02-07,2012-02-07 00:00:00,2013-05-20,CONSTRUCTION,"('2012-02-07', '2012-02-07', '2012-08-13', '2012-08-13', '2012-08-13', '2013-05-20')",510.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2013,Under Construction,1.0,1.0,-122.426048,37.741454,RH-2,RH-2,False,1.3972602739726028,,,,,,,,,left_only,POINT (-122.426048 37.741454),6,Glen Park,0.5150684931506849,0.7671232876712328,0.11506849315068493,0.5150684931506849,0.7671232876712328,0.11506849315068493,Conventional Residential,2012,2012
1603,1603,0,2014-05-30,22 FAIRMOUNT ST,0.0,0.0,6662007,2015-05-08,CONSTRUCTION,10/01/2015,2015-03-23,201312093701,False,2013-12-09,2013-12-09,2013-12-09,2015-05-08,CONSTRUCTION,"('2013-12-09', '2013-12-09', '2014-05-30', '2014-08-11', '2015-03-23', '2015-05-08', '2015-05-08', '2015-05-08')",661.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,1.0,1.0,-122.42517764700001,37.7392348354,RH-2,RH-2,False,1.8109589041095893,,,,,,,,,left_only,POINT (-122.425177647 37.7392348354),6,Glen Park,0.4712328767123288,0.8136986301369863,0.5260273972602739,0.4712328767123288,0.8136986301369863,0.5260273972602739,Conventional Residential,2013,2013
1665,1665,0,,140 CHENERY ST,,,6663004,2009-04-08,BP FILED,,,200904085870,True,2009-04-08,2009-04-08,2009-04-08,2009-04-08,BP FILED,"('2009-04-08',)",,"('BP FILED',)",4,2009,Proposed,2.0,,-122.425822,37.739467,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.425822 37.739467),6,Glen Park,,,,,,,Conventional Residential,2009,2009
1672,1672,0,,19 MIZPAH ST,0.0,0.0,6710029,2016-11-18,BP FILED,,,201611183166,False,2016-11-18,2016-11-18,2016-11-18,2016-11-18,BP FILED,"('2016-11-18', '2016-11-18', '2016-11-18')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4386291504,37.7368164062,,,False,,,,,,,,,,left_only,POINT (-122.4386291504 37.7368164062),6,Glen Park,,,,,,,,2016,2016
1679,1679,0,,143 LAIDLEY ST,,,6664026,2013-10-29,PL FILED,,,,False,2013-10-29,2013-10-29,2013-10-29,2013-10-29,PL FILED,"('2013-10-29', '2013-10-29', '2013-10-29')",,"('PL FILED', 'PL FILED', 'PL FILED')",2,2014,Proposed,1.0,1.0,-122.42924,37.739526,RH-1,RH-1,True,,,,,,,,,,left_only,POINT (-122.42924 37.739526),6,Glen Park,,,,,,,Conventional Residential,2013,2013
1778,1778,0,,53 MIGUEL ST,0.0,0.0,6665049,2015-03-06,BP FILED,,,201503060173,False,2015-03-06,2015-03-06,2015-03-06,2015-03-06,BP FILED,"('2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.42933654790001,37.7391586304,,,False,,,,,,,,,,left_only,POINT (-122.4293365479 37.7391586304),6,Glen Park,,,,,,,,2015,2015
1864,1864,0,2008-03-31,102 CONRAD ST,,,7553039,2008-03-31,BP ISSUED,,,200702073645,True,2007-02-07,2008-03-31,2007-02-07,2008-03-31,BP ISSUED,"('2008-03-31',)",,"('BP ISSUED',)",3,2009,Building Permit Approved,1.0,1.0,-122.43636599999999,37.737256,RH-1,RH-1,False,,,,,,,,,,left_only,POINT (-122.436366 37.737256),6,Glen Park,1.1452054794520548,,,1.1452054794520548,,,Conventional Residential,2007,2007
1971,1971,0,2016-11-30,2306 CASTRO ST,0.0,0.0,7537002,2017-06-21,CONSTRUCTION,,2017-06-21,201510230698,False,2015-10-23,2015-10-23,2015-10-23,2017-06-21,CONSTRUCTION,"('2015-10-23', '2015-10-23', '2015-10-23', '2015-10-23', '2016-11-30', '2016-11-30', '2017-06-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.43357849120001,37.7430839539,,,False,,,,,,,,,,left_only,POINT (-122.4335784912 37.7430839539),6,Glen Park,1.106849315068493,0.5561643835616439,,1.106849315068493,0.5561643835616439,,,2015,2015
2073,2073,0,2016-07-12,325 ARLINGTON ST,0.0,0.0,6693006,2016-07-12,BP ISSUED,,,201511233310,True,2015-11-23,2015-11-23,2015-11-23,2016-07-12,BP ISSUED,"('2015-11-23', '2015-11-23', '2015-11-23', '2016-07-12')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",3,2016,Building Permit Approved,1.0,1.0,-122.427427469,37.736296850900004,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.427427469 37.7362968509),6,Glen Park,0.6356164383561644,,,0.6356164383561644,,,Conventional Residential,2015,2015
2262,2262,0,2011-08-19,533 LAIDLEY ST,,,6727038,2012-08-27,CONSTRUCTION,10/01/2012,2012-03-08,201007015796,False,2010-07-01,2010-07-01,2010-07-01,2012-08-27,CONSTRUCTION,"('2010-07-01', '2010-07-01', '2010-07-01', '2010-07-01', '2011-08-19', '2011-08-19', '2012-03-08', '2012-06-29', '2012-08-27')",823.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,1.0,1.0,-122.43123200000001,37.735539,RH-1,RH-1,False,2.2547945205479447,,,,,,,,,left_only,POINT (-122.431232 37.73553900000001),6,Glen Park,1.1342465753424658,0.5534246575342465,0.5671232876712329,1.1342465753424658,0.5534246575342465,0.5671232876712329,Conventional Residential,2010,2010
2285,2285,0,2013-09-16,233 LAIDLEY ST,,,6684022,2014-08-13,CONSTRUCTION,10/01/2014,2013-12-27,201208107050,False,2012-08-10,2012-08-10,2012-08-10,2014-08-13,CONSTRUCTION,"('2012-08-10', '2012-08-10', '2012-08-10', '2012-08-10', '2013-09-16', '2013-12-27', '2014-03-05', '2014-03-05', '2014-08-13')",782.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.42778500000001,37.738309,RH-1,RH-1,False,2.1424657534246574,,,,,,,,,left_only,POINT (-122.427785 37.738309),6,Glen Park,1.1013698630136985,0.27945205479452057,0.7616438356164383,1.1013698630136985,0.27945205479452057,0.7616438356164383,Conventional Residential,2012,2012
2334,2334,0,,240 CHENERY ST,0.0,0.0,6685006A,2015-04-15,BP FILED,,,201504153735,False,2015-03-27,2015-04-15,2015-03-27,2015-04-15,BP FILED,"('2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15', '2015-04-15')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4265670776,37.738338470500004,,,False,,,,,,,,,,left_only,POINT (-122.4265670776 37.7383384705),6,Glen Park,,,,,,,,2015,2015
2362,2362,0,2012-05-22,2335 DIAMOND ST,,,7551017,2012-12-03,CONSTRUCTION,01/01/2013,2012-08-29,201111048333,False,2011-11-04,2011-11-04,2011-11-04 00:00:00,2012-12-03,CONSTRUCTION,"('2011-11-04', '2011-11-04', '2012-05-22', '2012-08-29', '2012-12-03')",424.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.4367393,37.7381349,RH-1,RH-1,False,1.1616438356164382,,,,,,,,,left_only,POINT (-122.4367393 37.7381349),6,Glen Park,0.547945205479452,0.27123287671232876,0.3424657534246575,0.547945205479452,0.27123287671232876,0.3424657534246575,Conventional Residential,2011,2011
35,35,0,,963 NORTH POINT ST,,,0453013,2009-07-15,CONSTRUCTION,10/01/2009,2009-07-15,200610124833,False,2006-10-12,2009-07-15,2006-10-12,2009-07-15,CONSTRUCTION,"('2009-07-15',)",1085.0,"('CONSTRUCTION',)",3,2009,Under Construction,2.0,2.0,-122.42296200000001,37.80525,NC-1,NC-1,False,2.9726027397260277,,,,,,,,,left_only,POINT (-122.422962 37.80525000000001),31,Russian Hill,,,0.2136986301369863,,,0.10684931506849316,Nhb Commercial,2006,2006
106,106,0,,2603 HYDE STREET,,,0026006,2010-08-04,CONSTRUCTION,01/01/2011,2009-08-14,200703095864,False,2007-03-09,2009-08-14,2007-03-09,2010-08-04,CONSTRUCTION,"('2009-08-14', '2009-12-08', '2010-04-12', '2010-05-13', '2010-08-04', '2010-08-04')",1394.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,3.0,3.0,-122.42025600000001,37.804860999999995,RH-3,RH-3,False,3.8191780821917813,,,,,,,,,left_only,POINT (-122.420256 37.804861),31,Russian Hill,,,1.3835616438356164,,,0.4611872146118721,Conventional Residential,2007,2007
136,136,0,2016-02-11,888 NORTH POINT ST,0.0,0.0,0025024,2016-02-11,BP ISSUED,,,201412163783,False,2014-12-16,2014-12-16,2014-12-16,2016-02-11,BP ISSUED,"('2014-12-16', '2014-12-16', '2014-12-16', '2014-12-16', '2014-12-16', '2016-02-11', '2016-02-11', '2016-02-11', '2016-02-11', '2016-02-11', '2016-02-11')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,5.0,5.0,-122.4218139648,37.8057441711,,,False,,,,,,,,,,left_only,POINT (-122.4218139648 37.8057441711),31,Russian Hill,1.1561643835616437,,,0.23123287671232876,,,,2014,2014
138,138,0,2014-04-22,1255- 1275 COLUMBUS AV,0.0,0.0,0028014,2014-04-22,BP ISSUED,,,201306149565,True,2009-07-29,2009-07-29,2009-07-29,2014-04-22,BP ISSUED,"('2009-07-29', '2009-07-29', '2009-07-29', '2009-07-29', '2009-07-29', '2009-07-29', '2009-07-29', '2011-06-08', '2011-06-08', '2011-06-08', '2011-06-08', '2011-06-08', '2011-06-08', '2011-06-08', '2011-06-08', '2013-06-14', '2013-06-14', '2013-06-14', '2013-06-14', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22', '2014-04-22')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2016,Building Permit Approved,20.0,20.0,-122.41837966700001,37.8057080595,C-2,C-2,False,,,,,,,,,,left_only,POINT (-122.418379667 37.8057080595),31,Russian Hill,4.734246575342466,,,0.23671232876712328,,,Standard Commercial,2009,2009
273,273,0,,2050 VAN NESS AV / 1675 PACIFIC AV,0.0,0.0,0595008,2016-03-01,PL FILED,,,,False,2014-10-09,2016-03-01,2014-10-09,2016-03-01,PL FILED,"('2016-03-01', '2016-03-01', '2016-03-01', '2016-03-01', '2016-03-01', '2016-03-01')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,53.0,53.0,-122.4227981567,37.794631958000004,,,True,,,,,,,,,,left_only,POINT (-122.4227981567 37.794631958),31,Russian Hill,,,,,,,,2014,2014
298,298,0,,2237 POLK ST,0.0,0.0,0550004,2007-07-02,BP FILED,,,200707025741,True,2007-07-02,2007-07-02,2007-07-02,2007-07-02,BP FILED,"('2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02', '2007-07-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,1.0,1.0,-122.422348108,37.7974861207,NCD,NCD,False,,,,,,,,,,left_only,POINT (-122.422348108 37.7974861207),31,Russian Hill,,,,,,,Nhb Commercial,2007,2007
302,302,0,2016-06-10,1370 PACIFIC AV,0.0,0.0,0155021,2016-11-28,BP ISSUED,,,201408123679,False,2014-08-12,2014-08-12,2014-08-12,2016-11-28,BP ISSUED,"('2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2016-06-10', '2016-06-10', '2016-11-28', '2016-11-28', '2016-11-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.4177627563,37.7956809998,PACIFIC,PACIFIC,False,,,,,,,,,,left_only,POINT (-122.4177627563 37.7956809998),31,Russian Hill,1.83013698630137,,,1.83013698630137,,,Other,2014,2014
339,339,0,,1355 JACKSON ST,0.0,0.0,0187036,2015-08-06,BP FILED,,,201508063611,False,2015-08-06,2015-08-06,2015-08-06,2015-08-06,BP FILED,"('2015-08-06', '2015-08-06', '2015-08-06', '2015-08-06', '2015-08-06', '2015-08-06', '2015-08-06', '2015-08-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4171905518,37.794395446799996,,,False,,,,,,,,,,left_only,POINT (-122.4171905518 37.7943954468),31,Russian Hill,,,,,,,,2015,2015
361,361,0,,2550 VAN NESS AV,,,0526021,2005-05-17,PL FILED,,,,True,2005-05-17,2005-05-17,2005-05-17,2005-05-17,PL FILED,"('2005-05-17', '2005-05-17', '2005-05-17', '2005-05-17', '2005-05-17')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2010,Proposed,109.0,109.0,-122.423907,37.799051,RC-3,RC-3,True,,,,,,,,,,left_only,POINT (-122.423907 37.799051),31,Russian Hill,,,,,,,Standard Commercial,2005,2005
388,388,0,,1209 FILBERT ST,,,0096001,2011-02-04,CONSTRUCTION,04/01/2011,2009-08-07,200706123741,False,2007-06-12,2009-08-07,2007-06-12,2011-02-04,CONSTRUCTION,"('2009-08-07', '2009-08-07', '2009-08-07', '2010-06-09', '2010-08-23', '2010-08-23', '2011-02-04')",1389.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,1.0,1.0,-122.419494,37.799966,RH-3,RH-3,False,3.8054794520547945,,,,,,,,,left_only,POINT (-122.419494 37.799966),31,Russian Hill,,,1.6493150684931508,,,1.6493150684931508,Conventional Residential,2007,2007
428,428,0,,1601 LARKIN ST,0.0,0.0,0620006,2016-09-20,CONSTRUCTION,01/01/2017,2016-03-22,200412171712,False,2004-08-25,2004-08-25,2004-08-25,2016-09-20,CONSTRUCTION,"('2004-08-25', '2013-07-03', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2013-11-15', '2016-03-22', '2016-06-28', '2016-09-20', '2016-09-20')",4512.0,"('PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,27.0,27.0,-122.419763492,37.7927787308,RM-3,RM-3,False,12.361643835616439,,,,,1601 LARKIN ST,0.0,10/03/2013,,both,POINT (-122.419763492 37.7927787308),31,Russian Hill,,,0.7808219178082192,,,0.028919330289193305,Apartment Residential,2004,2004
441,441,0,,835 LOMBARD ST,0.0,0.0,0073020,2009-02-18,BP FILED,,,200902182284,True,2009-02-18,2009-02-18,2009-02-18,2009-02-18,BP FILED,"('2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18', '2009-02-18')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,-122.415252,37.802261279899994,RM-1,RM-1,False,,,,,,,,,,left_only,POINT (-122.415252 37.80226127989999),31,Russian Hill,,,,,,,Industrial,2009,2009
515,515,0,2011-01-31,1338 FILBERT ST,0.0,0.0,0524031,2011-01-31,BP ISSUED,,,201009271690,False,2009-05-21,2009-12-10,2009-05-21,2011-01-31,BP ISSUED,"('2009-12-10', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2017,Building Permit Approved,4.0,4.0,-122.421503537,37.8001114619,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.421503537 37.8001114619),31,Russian Hill,1.6986301369863013,,,0.4246575342465753,,,Conventional Residential,2009,2009
